"review_id","analysis_id","n_effects"
"CD014932","CD014932_G3_N5",1
"CD014932","CD014932_G6_N2",1
"CD014935","CD014935_G1_N1",1
"CD014935","CD014935_G1_N2",1
"CD014935","CD014935_G1_N3",1
"CD014935","CD014935_G1_N4",2
"CD014935","CD014935_G1_N5",2
"CD014935","CD014935_G1_N6",2
"CD014935","CD014935_G1_N7",2
"CD014935","CD014935_G1_N8",1
"CD014935","CD014935_G1_N9",2
"CD014937","CD014937_G1_N1",31
"CD014937","CD014937_G1_N10",16
"CD014937","CD014937_G1_N11",29
"CD014937","CD014937_G1_N12",57
"CD014937","CD014937_G1_N13",43
"CD014937","CD014937_G1_N14",11
"CD014937","CD014937_G1_N15",32
"CD014937","CD014937_G1_N16",1
"CD014937","CD014937_G1_N17",5
"CD014937","CD014937_G1_N18",2
"CD014937","CD014937_G1_N19",3
"CD014937","CD014937_G1_N2",3
"CD014937","CD014937_G1_N20",20
"CD014937","CD014937_G1_N21",26
"CD014937","CD014937_G1_N22",20
"CD014937","CD014937_G1_N5",22
"CD014937","CD014937_G1_N6",1
"CD014937","CD014937_G1_N8",1
"CD014937","CD014937_G1_N9",22
"CD014937","CD014937_G2_N1",3
"CD014937","CD014937_G2_N3",10
"CD014937","CD014937_G2_N5",1
"CD014937","CD014937_G2_N6",2
"CD014937","CD014937_G2_N7",8
"CD014937","CD014937_G2_N8",8
"CD014941","CD014941_G1_N15",1
"CD014941","CD014941_G1_N8",1
"CD014944","CD014944_G1_N1",2
"CD014944","CD014944_G3_N1",1
"CD014944","CD014944_G4_N1",2
"CD014944","CD014944_G5_N1",3
"CD014944","CD014944_G5_N2",2
"CD014959","CD014959_G1_N10",1
"CD014959","CD014959_G1_N12",1
"CD014959","CD014959_G1_N9",1
"CD014960","CD014960_G1_N1",2
"CD014960","CD014960_G2_N4",1
"CD014960","CD014960_G2_N6",1
"CD014964","CD014964_G1_N1",56
"CD014964","CD014964_G1_N2",43
"CD014964","CD014964_G1_N3",25
"CD014964","CD014964_G1_N4",50
"CD014964","CD014964_G1_N5",40
"CD014964","CD014964_G1_N6",13
"CD014964","CD014964_G1_N7",15
"CD014964","CD014964_G2_N1",40
"CD014964","CD014964_G2_N2",47
"CD014964","CD014964_G2_N3",60
"CD014964","CD014964_G2_N4",55
"CD014964","CD014964_G2_N5",56
"CD014964","CD014964_G2_N6",20
"CD014964","CD014964_G2_N7",21
"CD014964","CD014964_G3_N1",34
"CD014964","CD014964_G3_N2",36
"CD014964","CD014964_G3_N3",45
"CD014964","CD014964_G3_N4",43
"CD014964","CD014964_G3_N5",18
"CD014964","CD014964_G3_N6",21
"CD014964","CD014964_G4_N1",21
"CD014964","CD014964_G4_N2",22
"CD014964","CD014964_G4_N3",25
"CD014964","CD014964_G4_N4",25
"CD014964","CD014964_G4_N5",4
"CD014964","CD014964_G4_N6",9
"CD014964","CD014964_G5_N1",37
"CD014964","CD014964_G5_N2",38
"CD014964","CD014964_G5_N3",54
"CD014964","CD014964_G5_N4",49
"CD014964","CD014964_G5_N5",50
"CD014964","CD014964_G5_N6",6
"CD014964","CD014964_G6_N1",29
"CD014964","CD014964_G6_N2",40
"CD014964","CD014964_G6_N3",39
"CD014964","CD014964_G6_N4",18
"CD014964","CD014964_G7_N1",9
"CD014964","CD014964_G7_N2",10
"CD014964","CD014964_G7_N3",13
"CD014964","CD014964_G7_N4",2
"CD014964","CD014964_G7_N5",3
"CD014964","CD014964_G8_N1",11
"CD014964","CD014964_G8_N2",11
"CD014964","CD014964_G8_N3",17
"CD014964","CD014964_G8_N4",15
"CD014964","CD014964_G8_N5",3
"CD014965","CD014965_G1_N1",4
"CD014965","CD014965_G1_N10",1
"CD014965","CD014965_G1_N11",2
"CD014965","CD014965_G1_N13",2
"CD014965","CD014965_G1_N14",3
"CD014965","CD014965_G1_N15",5
"CD014965","CD014965_G1_N16",4
"CD014965","CD014965_G1_N17",1
"CD014965","CD014965_G1_N18",3
"CD014965","CD014965_G1_N19",3
"CD014965","CD014965_G1_N21",1
"CD014965","CD014965_G1_N22",2
"CD014965","CD014965_G1_N24",5
"CD014965","CD014965_G1_N27",1
"CD014965","CD014965_G1_N3",2
"CD014965","CD014965_G1_N4",1
"CD014965","CD014965_G1_N5",3
"CD014965","CD014965_G1_N6",5
"CD014965","CD014965_G1_N7",5
"CD014965","CD014965_G1_N8",1
"CD014965","CD014965_G1_N9",2
"CD014965","CD014965_G2_N3",1
"CD014965","CD014965_G3_N1",1
"CD014965","CD014965_G3_N10",1
"CD014965","CD014965_G3_N6",1
"CD014965","CD014965_G3_N7",1
"CD014965","CD014965_G3_N8",1
"CD014965","CD014965_G3_N9",1
"CD014965","CD014965_G4_N10",1
"CD014965","CD014965_G4_N11",1
"CD014965","CD014965_G4_N8",1
"CD014965","CD014965_G4_N9",1
"CD014965","CD014965_G5_N4",1
"CD014965","CD014965_G5_N7",1
"CD014965","CD014965_G6_N1",11
"CD014965","CD014965_G6_N2",7
"CD014966","CD014966_G1_N1",3
"CD014966","CD014966_G1_N2",6
"CD014966","CD014966_G1_N4",3
"CD014966","CD014966_G3_N1",6
"CD014966","CD014966_G5_N1",1
"CD014967","CD014967_G2_N1",1
"CD014967","CD014967_G2_N15",2
"CD014967","CD014967_G2_N5",1
"CD014967","CD014967_G2_N7",1
"CD014999","CD014999_G1_N1",2
"CD014999","CD014999_G1_N2",2
"CD014999","CD014999_G1_N3",2
"CD014999","CD014999_G1_N4",1
"CD014999","CD014999_G1_N5",2
"CD014999","CD014999_G2_N1",2
"CD014999","CD014999_G2_N2",2
"CD014999","CD014999_G2_N3",2
"CD014999","CD014999_G2_N4",2
"CD014999","CD014999_G2_N5",1
"CD015003","CD015003_G1_N1",2
"CD015003","CD015003_G1_N2",1
"CD015003","CD015003_G1_N3",1
"CD015003","CD015003_G1_N4",4
"CD015003","CD015003_G1_N5",2
"CD015003","CD015003_G2_N1",1
"CD015003","CD015003_G3_N2",1
"CD015014","CD015014_G1_N12",4
"CD015014","CD015014_G1_N18",4
"CD015014","CD015014_G1_N28",12
"CD015014","CD015014_G1_N29",12
"CD015014","CD015014_G1_N30",12
"CD015014","CD015014_G1_N31",1
"CD015014","CD015014_G1_N32",1
"CD015014","CD015014_G1_N33",1
"CD015014","CD015014_G1_N35",1
"CD015014","CD015014_G1_N36",1
"CD015014","CD015014_G1_N37",1
"CD015014","CD015014_G1_N39",6
"CD015014","CD015014_G1_N4",2
"CD015014","CD015014_G1_N40",5
"CD015014","CD015014_G1_N41",5
"CD015014","CD015014_G1_N42",5
"CD015014","CD015014_G1_N43",5
"CD015033","CD015033_G1_N11",2
"CD015033","CD015033_G1_N12",2
"CD015033","CD015033_G1_N13",2
"CD015033","CD015033_G1_N15",1
"CD015033","CD015033_G1_N19",1
"CD015033","CD015033_G1_N2",3
"CD015033","CD015033_G1_N20",1
"CD015033","CD015033_G1_N22",2
"CD015033","CD015033_G1_N23",2
"CD015033","CD015033_G2_N10",1
"CD015033","CD015033_G2_N13",1
"CD015040","CD015040_G1_N1",1
"CD015040","CD015040_G1_N2",1
"CD015040","CD015040_G1_N3",5
"CD015040","CD015040_G1_N4",1
"CD015040","CD015040_G2_N1",7
"CD015040","CD015040_G2_N2",5
"CD015040","CD015040_G4_N1",1
"CD015040","CD015040_G7_N1",1
"CD015040","CD015040_G7_N2",2
"CD015042","CD015042_G1_N1",3
"CD015042","CD015042_G1_N2",2
"CD015042","CD015042_G1_N3",7
"CD015046","CD015046_G1_N1",1
"CD015046","CD015046_G2_N1",1
"CD015046","CD015046_G2_N2",1
"CD015046","CD015046_G2_N3",1
"CD015046","CD015046_G2_N4",1
"CD015046","CD015046_G2_N5",1
"CD015046","CD015046_G3_N1",1
"CD015046","CD015046_G3_N10",1
"CD015046","CD015046_G3_N11",1
"CD015046","CD015046_G3_N12",1
"CD015046","CD015046_G3_N2",1
"CD015046","CD015046_G3_N3",1
"CD015046","CD015046_G3_N4",1
"CD015046","CD015046_G3_N5",1
"CD015046","CD015046_G3_N6",1
"CD015046","CD015046_G3_N7",1
"CD015046","CD015046_G3_N8",1
"CD015046","CD015046_G3_N9",1
"CD015046","CD015046_G4_N1",1
"CD015046","CD015046_G4_N2",1
"CD015060","CD015060_G1_N1",1
"CD015060","CD015060_G1_N2",1
"CD015060","CD015060_G10_N1",1
"CD015060","CD015060_G10_N2",1
"CD015060","CD015060_G3_N2",1
"CD015060","CD015060_G3_N3",1
"CD015060","CD015060_G4_N3",1
"CD015060","CD015060_G5_N1",2
"CD015060","CD015060_G5_N2",2
"CD015060","CD015060_G8_N2",1
"CD015064","CD015064_G1_N1",1
"CD015064","CD015064_G5_N1",3
"CD015083","CD015083_G1_N1",18
"CD015083","CD015083_G1_N10",8
"CD015083","CD015083_G1_N11",24
"CD015083","CD015083_G1_N12",12
"CD015083","CD015083_G1_N2",15
"CD015083","CD015083_G1_N3",10
"CD015083","CD015083_G1_N4",12
"CD015083","CD015083_G1_N5",39
"CD015083","CD015083_G1_N6",48
"CD015083","CD015083_G1_N7",10
"CD015083","CD015083_G1_N8",9
"CD015083","CD015083_G1_N9",7
"CD015083","CD015083_G2_N1",21
"CD015083","CD015083_G2_N10",9
"CD015083","CD015083_G2_N11",35
"CD015083","CD015083_G2_N12",14
"CD015083","CD015083_G2_N2",19
"CD015083","CD015083_G2_N3",12
"CD015083","CD015083_G2_N4",12
"CD015083","CD015083_G2_N5",56
"CD015083","CD015083_G2_N6",67
"CD015083","CD015083_G2_N7",11
"CD015083","CD015083_G2_N8",12
"CD015083","CD015083_G2_N9",11
"CD015083","CD015083_G3_N1",18
"CD015083","CD015083_G3_N10",8
"CD015083","CD015083_G3_N11",24
"CD015083","CD015083_G3_N12",12
"CD015083","CD015083_G3_N2",15
"CD015083","CD015083_G3_N3",10
"CD015083","CD015083_G3_N4",12
"CD015083","CD015083_G3_N5",39
"CD015083","CD015083_G3_N6",48
"CD015083","CD015083_G3_N7",10
"CD015083","CD015083_G3_N8",9
"CD015083","CD015083_G3_N9",7
"CD015083","CD015083_G4_N1",18
"CD015083","CD015083_G4_N10",8
"CD015083","CD015083_G4_N11",24
"CD015083","CD015083_G4_N12",12
"CD015083","CD015083_G4_N2",15
"CD015083","CD015083_G4_N3",10
"CD015083","CD015083_G4_N4",12
"CD015083","CD015083_G4_N5",39
"CD015083","CD015083_G4_N6",48
"CD015083","CD015083_G4_N7",10
"CD015083","CD015083_G4_N8",9
"CD015083","CD015083_G4_N9",7
"CD015083","CD015083_G5_N1",18
"CD015083","CD015083_G5_N10",8
"CD015083","CD015083_G5_N11",24
"CD015083","CD015083_G5_N12",12
"CD015083","CD015083_G5_N2",15
"CD015083","CD015083_G5_N3",10
"CD015083","CD015083_G5_N4",12
"CD015083","CD015083_G5_N5",39
"CD015083","CD015083_G5_N6",48
"CD015083","CD015083_G5_N7",10
"CD015083","CD015083_G5_N8",9
"CD015083","CD015083_G5_N9",7
"CD015083","CD015083_G6_N1",18
"CD015083","CD015083_G6_N10",8
"CD015083","CD015083_G6_N11",24
"CD015083","CD015083_G6_N12",12
"CD015083","CD015083_G6_N2",15
"CD015083","CD015083_G6_N3",10
"CD015083","CD015083_G6_N4",12
"CD015083","CD015083_G6_N5",39
"CD015083","CD015083_G6_N6",48
"CD015083","CD015083_G6_N7",10
"CD015083","CD015083_G6_N8",9
"CD015083","CD015083_G6_N9",7
"CD015083","CD015083_G7_N1",18
"CD015083","CD015083_G7_N10",8
"CD015083","CD015083_G7_N11",24
"CD015083","CD015083_G7_N12",12
"CD015083","CD015083_G7_N2",15
"CD015083","CD015083_G7_N3",10
"CD015083","CD015083_G7_N4",12
"CD015083","CD015083_G7_N5",39
"CD015083","CD015083_G7_N6",48
"CD015083","CD015083_G7_N7",10
"CD015083","CD015083_G7_N8",9
"CD015083","CD015083_G7_N9",7
"CD015083","CD015083_G8_N1",1
"CD015083","CD015083_G8_N10",7
"CD015083","CD015083_G8_N11",2
"CD015083","CD015083_G8_N2",1
"CD015083","CD015083_G8_N3",1
"CD015083","CD015083_G8_N4",1
"CD015083","CD015083_G8_N5",9
"CD015083","CD015083_G8_N6",10
"CD015083","CD015083_G8_N7",4
"CD015083","CD015083_G8_N8",1
"CD015083","CD015083_G8_N9",1
"CD015084","CD015084_G4_N6",2
"CD015087","CD015087_G1_N1",2
"CD015087","CD015087_G1_N2",1
"CD015087","CD015087_G1_N3",1
"CD015087","CD015087_G1_N4",1
"CD015087","CD015087_G1_N5",1
"CD015087","CD015087_G1_N6",1
"CD015087","CD015087_G1_N7",2
"CD015087","CD015087_G1_N8",2
"CD015087","CD015087_G10_N1",1
"CD015087","CD015087_G11_N1",1
"CD015087","CD015087_G11_N2",1
"CD015087","CD015087_G2_N1",4
"CD015087","CD015087_G2_N2",1
"CD015087","CD015087_G2_N3",5
"CD015087","CD015087_G2_N4",1
"CD015087","CD015087_G2_N5",7
"CD015087","CD015087_G2_N6",7
"CD015087","CD015087_G2_N7",2
"CD015087","CD015087_G2_N8",2
"CD015087","CD015087_G3_N1",2
"CD015087","CD015087_G3_N10",1
"CD015087","CD015087_G3_N11",2
"CD015087","CD015087_G3_N12",1
"CD015087","CD015087_G3_N13",3
"CD015087","CD015087_G3_N14",1
"CD015087","CD015087_G3_N15",5
"CD015087","CD015087_G3_N16",5
"CD015087","CD015087_G3_N2",3
"CD015087","CD015087_G3_N3",3
"CD015087","CD015087_G3_N4",1
"CD015087","CD015087_G3_N5",1
"CD015087","CD015087_G3_N6",2
"CD015087","CD015087_G3_N7",2
"CD015087","CD015087_G3_N8",1
"CD015087","CD015087_G3_N9",3
"CD015087","CD015087_G4_N1",4
"CD015087","CD015087_G4_N10",1
"CD015087","CD015087_G4_N2",1
"CD015087","CD015087_G4_N3",2
"CD015087","CD015087_G4_N4",2
"CD015087","CD015087_G4_N5",1
"CD015087","CD015087_G4_N6",4
"CD015087","CD015087_G4_N7",1
"CD015087","CD015087_G4_N8",2
"CD015087","CD015087_G4_N9",4
"CD015087","CD015087_G5_N1",1
"CD015087","CD015087_G5_N2",1
"CD015087","CD015087_G5_N3",1
"CD015087","CD015087_G7_N1",1
"CD015087","CD015087_G7_N2",1
"CD015087","CD015087_G7_N3",1
"CD015087","CD015087_G8_N1",1
"CD015087","CD015087_G8_N2",1
"CD015087","CD015087_G8_N3",1
"CD015087","CD015087_G9_N1",1
"CD015087","CD015087_G9_N2",1
"CD015087","CD015087_G9_N3",1
"CD015101","CD015101_G4_N1",1
"CD015112","CD015112_G1_N1",1
"CD015112","CD015112_G1_N2",1
"CD015112","CD015112_G1_N3",1
"CD015120","CD015120_G1_N1",1
"CD015120","CD015120_G10_N1",1
"CD015120","CD015120_G11_N1",2
"CD015120","CD015120_G12_N1",2
"CD015120","CD015120_G13_N1",1
"CD015120","CD015120_G14_N1",1
"CD015120","CD015120_G15_N1",1
"CD015120","CD015120_G16_N1",3
"CD015120","CD015120_G17_N1",2
"CD015120","CD015120_G18_N1",3
"CD015120","CD015120_G19_N1",1
"CD015120","CD015120_G2_N1",2
"CD015120","CD015120_G20_N1",1
"CD015120","CD015120_G21_N1",1
"CD015120","CD015120_G22_N1",2
"CD015120","CD015120_G23_N1",2
"CD015120","CD015120_G24_N1",3
"CD015120","CD015120_G25_N1",1
"CD015120","CD015120_G26_N1",1
"CD015120","CD015120_G27_N1",1
"CD015120","CD015120_G28_N1",2
"CD015120","CD015120_G29_N1",5
"CD015120","CD015120_G3_N1",4
"CD015120","CD015120_G30_N1",3
"CD015120","CD015120_G31_N1",1
"CD015120","CD015120_G32_N1",4
"CD015120","CD015120_G33_N1",3
"CD015120","CD015120_G34_N1",1
"CD015120","CD015120_G35_N1",1
"CD015120","CD015120_G4_N1",2
"CD015120","CD015120_G5_N1",1
"CD015120","CD015120_G6_N1",1
"CD015120","CD015120_G7_N1",2
"CD015120","CD015120_G7_N2",2
"CD015120","CD015120_G8_N1",1
"CD015120","CD015120_G9_N1",1
"CD015123","CD015123_G1_N1",2
"CD015123","CD015123_G1_N10",2
"CD015123","CD015123_G1_N2",2
"CD015123","CD015123_G1_N3",2
"CD015123","CD015123_G1_N4",2
"CD015123","CD015123_G1_N5",2
"CD015123","CD015123_G1_N6",2
"CD015123","CD015123_G1_N7",2
"CD015123","CD015123_G1_N8",2
"CD015123","CD015123_G1_N9",2
"CD015123","CD015123_G2_N5",1
"CD015123","CD015123_G3_N1",1
"CD015123","CD015123_G3_N3",1
"CD015123","CD015123_G3_N4",1
"CD015123","CD015123_G3_N7",1
"CD015123","CD015123_G4_N1",1
"CD015123","CD015123_G4_N3",1
"CD015124","CD015124_G1_N1",4
"CD015124","CD015124_G2_N1",8
"CD015124","CD015124_G3_N1",4
"CD015124","CD015124_G4_N1",5
"CD015124","CD015124_G5_N1",4
"CD015134","CD015134_G1_N2",2
"CD015134","CD015134_G1_N3",1
"CD015134","CD015134_G1_N4",1
"CD015134","CD015134_G1_N5",3
"CD015134","CD015134_G1_N6",2
"CD015134","CD015134_G1_N7",2
"CD015140","CD015140_G1_N1",3
"CD015140","CD015140_G1_N11",1
"CD015140","CD015140_G1_N2",3
"CD015140","CD015140_G1_N3",5
"CD015140","CD015140_G1_N4",5
"CD015140","CD015140_G1_N5",2
"CD015140","CD015140_G1_N6",2
"CD015140","CD015140_G1_N7",2
"CD015140","CD015140_G1_N8",1
"CD015140","CD015140_G1_N9",10
"CD015140","CD015140_G2_N1",4
"CD015140","CD015140_G2_N10",8
"CD015140","CD015140_G2_N11",8
"CD015140","CD015140_G2_N12",2
"CD015140","CD015140_G2_N14",2
"CD015140","CD015140_G2_N15",2
"CD015140","CD015140_G2_N17",1
"CD015140","CD015140_G2_N2",6
"CD015140","CD015140_G2_N3",6
"CD015140","CD015140_G2_N4",4
"CD015140","CD015140_G2_N5",6
"CD015140","CD015140_G2_N6",4
"CD015140","CD015140_G2_N7",8
"CD015140","CD015140_G2_N8",4
"CD015140","CD015140_G2_N9",6
"CD015145","CD015145_G1_N1",6
"CD015145","CD015145_G1_N10",6
"CD015145","CD015145_G1_N11",6
"CD015145","CD015145_G1_N12",6
"CD015145","CD015145_G1_N13",6
"CD015145","CD015145_G1_N14",6
"CD015145","CD015145_G1_N15",6
"CD015145","CD015145_G1_N16",6
"CD015145","CD015145_G1_N2",1
"CD015145","CD015145_G1_N3",2
"CD015145","CD015145_G1_N4",1
"CD015145","CD015145_G1_N5",1
"CD015145","CD015145_G1_N6",4
"CD015145","CD015145_G1_N7",3
"CD015145","CD015145_G1_N8",2
"CD015145","CD015145_G1_N9",1
"CD015145","CD015145_G2_N1",4
"CD015145","CD015145_G2_N10",4
"CD015145","CD015145_G2_N11",4
"CD015145","CD015145_G2_N12",4
"CD015145","CD015145_G2_N13",4
"CD015145","CD015145_G2_N14",4
"CD015145","CD015145_G2_N15",4
"CD015145","CD015145_G2_N2",1
"CD015145","CD015145_G2_N3",3
"CD015145","CD015145_G2_N4",5
"CD015145","CD015145_G2_N5",1
"CD015145","CD015145_G2_N6",1
"CD015145","CD015145_G2_N7",1
"CD015145","CD015145_G2_N8",2
"CD015145","CD015145_G2_N9",4
"CD015145","CD015145_G3_N1",4
"CD015145","CD015145_G3_N10",2
"CD015145","CD015145_G3_N11",2
"CD015145","CD015145_G3_N12",1
"CD015145","CD015145_G3_N13",4
"CD015145","CD015145_G3_N14",4
"CD015145","CD015145_G3_N15",4
"CD015145","CD015145_G3_N16",4
"CD015145","CD015145_G3_N17",4
"CD015145","CD015145_G3_N18",4
"CD015145","CD015145_G3_N2",2
"CD015145","CD015145_G3_N3",2
"CD015145","CD015145_G3_N4",2
"CD015145","CD015145_G3_N5",1
"CD015145","CD015145_G3_N6",3
"CD015145","CD015145_G3_N7",1
"CD015145","CD015145_G3_N8",2
"CD015145","CD015145_G3_N9",2
"CD015158","CD015158_G1_N12",1
"CD015158","CD015158_G1_N17",1
"CD015158","CD015158_G1_N2",1
"CD015158","CD015158_G1_N22",1
"CD015158","CD015158_G1_N23",1
"CD015158","CD015158_G1_N24",1
"CD015158","CD015158_G1_N28",1
"CD015192","CD015192_G1_N2",2
"CD015192","CD015192_G1_N3",1
"CD015192","CD015192_G10_N2",1
"CD015192","CD015192_G11_N2",1
"CD015192","CD015192_G12_N1",1
"CD015192","CD015192_G13_N1",1
"CD015192","CD015192_G13_N4",1
"CD015192","CD015192_G2_N1",1
"CD015192","CD015192_G2_N2",5
"CD015192","CD015192_G2_N3",2
"CD015192","CD015192_G2_N4",1
"CD015192","CD015192_G2_N5",1
"CD015192","CD015192_G2_N6",1
"CD015192","CD015192_G3_N1",1
"CD015192","CD015192_G3_N2",1
"CD015192","CD015192_G4_N2",2
"CD015192","CD015192_G5_N1",1
"CD015192","CD015192_G5_N2",6
"CD015192","CD015192_G5_N3",1
"CD015192","CD015192_G6_N1",1
"CD015192","CD015192_G7_N1",1
"CD015192","CD015192_G9_N2",1
"CD015213","CD015213_G1_N2",1
"CD015213","CD015213_G1_N3",2
"CD015213","CD015213_G1_N4",2
"CD015213","CD015213_G1_N5",13
"CD015213","CD015213_G1_N7",1
"CD015213","CD015213_G1_N8",1
"CD015213","CD015213_G1_N9",1
"CD015213","CD015213_G2_N1",1
"CD015213","CD015213_G2_N11",1
"CD015213","CD015213_G2_N12",1
"CD015213","CD015213_G2_N13",1
"CD015213","CD015213_G2_N2",1
"CD015213","CD015213_G2_N7",6
"CD015213","CD015213_G2_N8",5
"CD015213","CD015213_G2_N9",2
"CD015213","CD015213_G3_N12",1
"CD015213","CD015213_G5_N4",1
"CD015213","CD015213_G8_N3",1
"CD015215","CD015215_G1_N1",2
"CD015215","CD015215_G1_N2",3
"CD015215","CD015215_G1_N3",2
"CD015215","CD015215_G1_N4",2
"CD015215","CD015215_G1_N7",2
"CD015215","CD015215_G2_N15",1
"CD015215","CD015215_G2_N20",1
"CD015215","CD015215_G2_N21",1
"CD015215","CD015215_G2_N22",1
"CD015215","CD015215_G2_N23",1
"CD015215","CD015215_G2_N24",1
"CD015215","CD015215_G2_N25",1
"CD015215","CD015215_G2_N26",1
"CD015215","CD015215_G2_N27",1
"CD015215","CD015215_G2_N28",1
"CD015215","CD015215_G2_N29",1
"CD015215","CD015215_G2_N30",1
"CD015215","CD015215_G2_N31",1
"CD015215","CD015215_G2_N32",1
"CD015215","CD015215_G2_N33",1
"CD015215","CD015215_G2_N34",1
"CD015215","CD015215_G2_N35",1
"CD015215","CD015215_G2_N36",1
"CD015215","CD015215_G2_N37",1
"CD015215","CD015215_G2_N38",1
"CD015215","CD015215_G2_N39",1
"CD015215","CD015215_G2_N42",1
"CD015215","CD015215_G2_N45",1
"CD015215","CD015215_G2_N8",1
"CD015215","CD015215_G4_N11",1
"CD015215","CD015215_G4_N3",1
"CD015215","CD015215_G5_N1",2
"CD015215","CD015215_G5_N12",2
"CD015215","CD015215_G5_N13",2
"CD015215","CD015215_G5_N2",2
"CD015215","CD015215_G5_N3",2
"CD015215","CD015215_G5_N4",3
"CD015215","CD015215_G5_N5",3
"CD015215","CD015215_G5_N6",2
"CD015215","CD015215_G5_N7",2
"CD015215","CD015215_G5_N8",2
"CD015215","CD015215_G5_N9",2
"CD015215","CD015215_G7_N13",1
"CD015215","CD015215_G7_N14",1
"CD015219","CD015219_G1_N1",11
"CD015219","CD015219_G1_N10",18
"CD015219","CD015219_G1_N12",10
"CD015219","CD015219_G1_N14",4
"CD015219","CD015219_G1_N15",18
"CD015219","CD015219_G1_N2",8
"CD015219","CD015219_G1_N4",4
"CD015219","CD015219_G1_N6",5
"CD015219","CD015219_G1_N9",4
"CD015219","CD015219_G2_N1",6
"CD015219","CD015219_G2_N2",2
"CD015219","CD015219_G2_N3",9
"CD015219","CD015219_G3_N2",2
"CD015219","CD015219_G3_N3",12
"CD015219","CD015219_G4_N3",3
"CD015219","CD015219_G4_N7",3
"CD015219","CD015219_G4_N8",2
"CD015219","CD015219_G5_N4",2
"CD015229","CD015229_G1_N1",4
"CD015229","CD015229_G1_N2",5
"CD015229","CD015229_G1_N3",7
"CD015229","CD015229_G1_N4",8
"CD015229","CD015229_G1_N5",4
"CD015229","CD015229_G1_N6",8
"CD015229","CD015229_G1_N7",9
"CD015229","CD015229_G2_N1",1
"CD015229","CD015229_G2_N2",1
"CD015229","CD015229_G2_N3",2
"CD015229","CD015229_G2_N4",2
"CD015229","CD015229_G2_N5",1
"CD015229","CD015229_G2_N6",2
"CD015229","CD015229_G2_N7",2
"CD015255","CD015255_G1_N2",1
"CD015255","CD015255_G1_N6",1
"CD015284","CD015284_G1_N1",3
"CD015284","CD015284_G1_N10",3
"CD015284","CD015284_G1_N11",3
"CD015284","CD015284_G1_N12",3
"CD015284","CD015284_G1_N13",3
"CD015284","CD015284_G1_N2",3
"CD015284","CD015284_G1_N3",5
"CD015284","CD015284_G1_N4",6
"CD015284","CD015284_G1_N5",1
"CD015284","CD015284_G1_N6",1
"CD015284","CD015284_G1_N7",1
"CD015284","CD015284_G1_N8",1
"CD015284","CD015284_G1_N9",1
"CD015284","CD015284_G2_N1",2
"CD015284","CD015284_G2_N2",2
"CD015284","CD015284_G2_N3",1
"CD015284","CD015284_G2_N4",1
"CD015284","CD015284_G2_N5",1
"CD015284","CD015284_G2_N6",1
"CD015284","CD015284_G3_N1",1
"CD015284","CD015284_G3_N10",2
"CD015284","CD015284_G3_N11",1
"CD015284","CD015284_G3_N12",1
"CD015284","CD015284_G3_N13",2
"CD015284","CD015284_G3_N14",1
"CD015284","CD015284_G3_N15",1
"CD015284","CD015284_G3_N16",1
"CD015284","CD015284_G3_N17",1
"CD015284","CD015284_G3_N18",1
"CD015284","CD015284_G3_N19",1
"CD015284","CD015284_G3_N2",4
"CD015284","CD015284_G3_N20",1
"CD015284","CD015284_G3_N21",1
"CD015284","CD015284_G3_N22",1
"CD015284","CD015284_G3_N23",1
"CD015284","CD015284_G3_N24",1
"CD015284","CD015284_G3_N25",1
"CD015284","CD015284_G3_N26",1
"CD015284","CD015284_G3_N27",1
"CD015284","CD015284_G3_N28",1
"CD015284","CD015284_G3_N29",1
"CD015284","CD015284_G3_N3",2
"CD015284","CD015284_G3_N30",3
"CD015284","CD015284_G3_N31",3
"CD015284","CD015284_G3_N32",1
"CD015284","CD015284_G3_N33",1
"CD015284","CD015284_G3_N34",1
"CD015284","CD015284_G3_N35",1
"CD015284","CD015284_G3_N36",3
"CD015284","CD015284_G3_N5",1
"CD015284","CD015284_G3_N8",4
"CD015284","CD015284_G4_N1",2
"CD015284","CD015284_G4_N10",1
"CD015284","CD015284_G4_N11",1
"CD015284","CD015284_G4_N12",1
"CD015284","CD015284_G4_N13",1
"CD015284","CD015284_G4_N14",1
"CD015284","CD015284_G4_N2",2
"CD015284","CD015284_G4_N3",1
"CD015284","CD015284_G4_N4",1
"CD015284","CD015284_G4_N5",1
"CD015284","CD015284_G4_N6",1
"CD015284","CD015284_G4_N7",1
"CD015284","CD015284_G4_N8",1
"CD015284","CD015284_G4_N9",1
"CD015284","CD015284_G5_N1",1
"CD015284","CD015284_G5_N2",2
"CD015284","CD015284_G5_N3",1
"CD015284","CD015284_G5_N4",1
"CD015284","CD015284_G5_N5",1
"CD015284","CD015284_G5_N6",1
"CD015284","CD015284_G6_N1",3
"CD015284","CD015284_G6_N2",1
"CD015284","CD015284_G6_N5",1
"CD015284","CD015284_G6_N6",1
"CD015284","CD015284_G6_N7",1
"CD015314","CD015314_G1_N1",6
"CD015314","CD015314_G1_N2",19
"CD015314","CD015314_G2_N1",2
"CD015314","CD015314_G3_N1",2
"CD015314","CD015314_G6_N1",2
"CD015314","CD015314_G7_N1",2
"CD015326","CD015326_G1_N1",1
"CD015326","CD015326_G1_N2",2
"CD015326","CD015326_G1_N3",1
"CD015326","CD015326_G1_N4",1
