"analysis_id","review_id","outcome_type","measure","k","MAFI","MAFI_class","I2","estimate","pval","study_year"
"CD015588_G1_N45","CD015588","GENSUM","GIV",15,0.224,"Low Fragility",69.1,-0.3094,0,2015
"CD015588_G1_N50","CD015588","GENSUM","GIV",8,0.423,"Moderate Fragility",35.7,0.1982,0.1128,2018
"CD015588_G1_N52","CD015588","GENSUM","GIV",13,0.189,"Low Fragility",2.2,0.0901,0.1348,2017
"CD015588_G1_N54","CD015588","GENSUM","GIV",13,0.111,"Robust",0,0.9859,0,2017
"CD015588_G1_N56","CD015588","GENSUM","GIV",6,0.288,"Low Fragility",0,0.7777,0.0024,2017.5
"CD015588_G1_N6","CD015588","GENSUM","GIV",7,0.403,"Moderate Fragility",18.4,-0.1702,0.0811,2014
"CD015636_G2_N1","CD015636","GENSUM","GIV",5,0.238,"Low Fragility",0,-1.4275,0,2021
"CD015698_G1_N1","CD015698","GENSUM","GIV",6,0.296,"Low Fragility",0,-0.4182,0.0107,2012
"CD015698_G1_N2","CD015698","GENSUM","GIV",6,0.296,"Low Fragility",0,-0.4182,0.0107,2012
"CD015698_G1_N3","CD015698","GENSUM","GIV",3,0.562,"High Fragility",0,-0.4185,0.0484,2010
"CD015698_G1_N5","CD015698","GENSUM","GEN_CI",4,0.39,"Moderate Fragility",0,0.6101,0.6982,2014.5
"CD015711_G3_N2","CD015711","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2021
"CD015746_G1_N3","CD015746","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2022
"CD015746_G1_N4","CD015746","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2021.5
"CD015746_G4_N4","CD015746","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2021.5
"CD015746_G5_N1","CD015746","GENSUM","GIV",7,0.201,"Low Fragility",0,-2.7739,0,2016
"CD015746_G5_N2","CD015746","GENSUM","GIV",7,0.195,"Low Fragility",0,-1.8854,0,2021
"CD015746_G5_N3","CD015746","GENSUM","GIV",7,0.198,"Low Fragility",0,0.6742,2e-04,2021
"CD015746_G5_N4","CD015746","GENSUM","GIV",7,0.195,"Low Fragility",0,-0.1692,0,2021
"CD015749_G3_N2","CD015749","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD015749_G3_N3","CD015749","GENSUM","GIV",10,0.15,"Robust",0,0,1,2010
"CD015749_G3_N4","CD015749","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2013
"CD015749_G3_N5","CD015749","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD015749_G3_N7","CD015749","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2013
"CD015751_G1_N2","CD015751","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2019
"CD015751_G1_N3","CD015751","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2019
"CD015751_G1_N5","CD015751","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2019
"CD015751_G2_N2","CD015751","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2006
"CD015786_G1_N1","CD015786","GENSUM","GIV",4,0.287,"Low Fragility",0,-0.1186,0.2195,2008.5
"CD015786_G1_N2","CD015786","GENSUM","GIV",4,0.409,"Moderate Fragility",0,-0.236,0.0038,2008.5
"CD015786_G1_N3","CD015786","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2010
"CD015786_G1_N4","CD015786","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2009
"CD015786_G2_N5","CD015786","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2017
"CD015788_G1_N2","CD015788","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2017
"CD015788_G1_N3","CD015788","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2013.5
"CD015790_G1_N3","CD015790","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2010.5
"CD015790_G1_N6","CD015790","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2007.5
"CD015790_G1_N9","CD015790","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2019
"CD015804_G1_N1","CD015804","GENSUM","GIV",8,0.388,"Moderate Fragility",9.6,-0.5657,0.0553,2022
"CD015804_G1_N3","CD015804","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2021
"CD015804_G1_N4","CD015804","GENSUM","GIV",3,0.634,"High Fragility",64.7,1.8268,0.7785,2021
"CD015804_G1_N9","CD015804","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2022
"CD015820_G1_N1","CD015820","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2013
"CD015820_G3_N3","CD015820","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2017.5
"CD015820_G3_N6","CD015820","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2016
"CD015824_G1_N1","CD015824","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2014
"CD015824_G1_N2","CD015824","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2016
"CD015824_G1_N3","CD015824","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2015
"CD015824_G1_N4","CD015824","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2015
"CD015824_G1_N5","CD015824","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2015
"CD015824_G1_N6","CD015824","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2015
"CD015824_G1_N8","CD015824","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2017
"CD015824_G1_N9","CD015824","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2016
"CD015824_G2_N1","CD015824","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2014
"CD015824_G2_N2","CD015824","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2015
"CD015824_G2_N4","CD015824","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2015
"CD015824_G2_N5","CD015824","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2015
"CD015824_G2_N6","CD015824","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2015
"CD015824_G2_N8","CD015824","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2015
"CD015824_G2_N9","CD015824","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2015
"CD015824_G3_N1","CD015824","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD015824_G3_N4","CD015824","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2011
"CD015824_G3_N5","CD015824","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2011
"CD015824_G3_N6","CD015824","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2015
"CD015824_G3_N9","CD015824","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2015
"CD015830_G1_N1","CD015830","GENSUM","GEN_CI",4,0.385,"Moderate Fragility",14.2,-1.0743,5e-04,2022
"CD015830_G1_N3","CD015830","GENSUM","GEN_CI",3,0.381,"Moderate Fragility",0,-2.2418,0.0016,2022
"CD015849_G1_N12","CD015849","GENSUM","GIV",3,0.743,"High Fragility",61.2,-0.254,0.0298,2017
"CD015849_G1_N16","CD015849","GENSUM","GIV",4,0.522,"High Fragility",9.8,-0.1749,0.0672,2020
"CD015849_G1_N2","CD015849","GENSUM","GIV",5,0.522,"High Fragility",29,-0.1802,0.0236,2017
"CD015849_G1_N22","CD015849","GENSUM","GIV",4,0.663,"High Fragility",74.2,-0.073,0.7546,2020
"CD015849_G1_N34","CD015849","GENSUM","GIV",4,0.388,"Moderate Fragility",47.7,-0.8508,0.0041,2016.5
"CD015849_G1_N39","CD015849","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2023
"CD015849_G1_N4","CD015849","GENSUM","GIV",4,0.587,"High Fragility",61.2,-0.1002,0.3999,2018
"CD015849_G1_N48","CD015849","GENSUM","GIV",6,0.313,"Moderate Fragility",43.9,-0.6475,0,2016.5
"CD015849_G1_N5","CD015849","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2017
"CD015849_G1_N6","CD015849","GENSUM","GIV",10,0.283,"Low Fragility",55.7,-0.2212,0,2017.5
"CD015849_G1_N8","CD015849","GENSUM","GIV",3,0.619,"High Fragility",59.1,-0.1488,0.0679,2017
"CD015849_G10_N12","CD015849","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2024
"CD015849_G4_N25","CD015849","GENSUM","GIV",4,0.727,"High Fragility",86.8,-0.8503,0.0106,2015
"CD015849_G8_N3","CD015849","GENSUM","GIV",3,0.35,"Moderate Fragility",18.6,-0.6414,0.0025,2017
"CD015849_G8_N5","CD015849","GENSUM","GIV",4,0.365,"Moderate Fragility",54.4,-0.6875,0,2017
"CD015849_G9_N14","CD015849","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2024
"CD015849_G9_N6","CD015849","GENSUM","GIV",5,0.317,"Moderate Fragility",24.4,-0.2681,7e-04,2018
"CD015854_G2_N3","CD015854","GENSUM","GIV",3,0.5,"High Fragility",47.6,1.9893,0.1824,2011
"CD015854_G8_N3","CD015854","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD015854_G8_N4","CD015854","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD015854_G8_N6","CD015854","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD015855_G1_N4","CD015855","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2006
"CD015855_G3_N6","CD015855","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2016
"CD015875_G1_N21","CD015875","GENSUM","GEN_CI",3,0.305,"Moderate Fragility",0,1.8898,0.2357,2018
"CD015875_G1_N23","CD015875","GENSUM","GEN_CI",3,0.771,"High Fragility",74.7,-1.5691,0.6132,2018
"CD015875_G4_N28","CD015875","GENSUM","GEN_CI",3,0.425,"Moderate Fragility",0,2.8789,0,2021
"CD015875_G4_N30","CD015875","GENSUM","GEN_CI",3,0.522,"High Fragility",0,1.2517,0,2021
"CD015875_G4_N31","CD015875","GENSUM","GEN_CI",3,0.504,"High Fragility",0,3.4918,0,2021
"CD015875_G4_N32","CD015875","GENSUM","GEN_CI",3,0.643,"High Fragility",10.4,0.9046,0.2102,2021
"CD015875_G4_N33","CD015875","GENSUM","GEN_CI",3,0.471,"Moderate Fragility",0,-16.8271,0,2021
"CD015875_G5_N16","CD015875","GENSUM","GEN_CI",3,0.683,"High Fragility",5.4,-0.7646,0.6688,2019
"CD015875_G5_N17","CD015875","GENSUM","GEN_CI",3,0.572,"High Fragility",0,-0.1544,0.7078,2019
"CD015875_G5_N18","CD015875","GENSUM","GEN_CI",3,0.512,"High Fragility",3.5,-0.5051,0.7532,2019
"CD015875_G5_N7","CD015875","DICH","logOR",3,0.505,"High Fragility",0,-0.0131,0.991,2019
"CD015894_G1_N1","CD015894","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2019
"CD015894_G1_N2","CD015894","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2020
"CD015894_G2_N1","CD015894","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2016
"CD015932_G2_N9","CD015932","GENSUM","GIV",3,0.535,"High Fragility",91.1,-17.8014,0.1509,2021
"CD015932_G3_N2","CD015932","GENSUM","GIV",3,0.639,"High Fragility",92.2,-16.7727,0.1558,2021
"CD015932_G3_N3","CD015932","GENSUM","GEN_CI",3,0.472,"Moderate Fragility",95,0.8308,0,2015
"CD015932_G4_N1","CD015932","GENSUM","GEN_CI",7,0.209,"Low Fragility",0,0.9177,0,2019
"CD015932_G4_N12","CD015932","GENSUM","GEN_CI",9,0.367,"Moderate Fragility",96,0.6841,0,2015
"CD015932_G4_N13","CD015932","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2008.5
"CD015932_G4_N15","CD015932","GENSUM","GEN_CI",4,0.344,"Moderate Fragility",41.5,0.6257,0,2019.5
"CD015932_G4_N4","CD015932","GENSUM","GEN_CI",9,0.423,"Moderate Fragility",97,-10.9797,0.0085,2011
"CD015968_G1_N4","CD015968","GENSUM","GEN_CI",3,0.402,"Moderate Fragility",0,-1.1073,0.3896,2015
"CD015968_G1_N5","CD015968","GENSUM","GEN_CI",3,0.453,"Moderate Fragility",9.1,-2.6069,0.0105,2015
"CD015968_G2_N1","CD015968","GENSUM","GEN_CI",3,0.561,"High Fragility",28.2,0.0068,0.8575,2021
"CD015968_G2_N2","CD015968","GENSUM","GEN_CI",3,0.309,"Moderate Fragility",0,0.0085,0.8638,2017
"CD016001_G1_N1","CD016001","GENSUM","GEN_CI",24,0.013,"Robust",0,2e-04,0.9879,2014
"CD016001_G1_N10","CD016001","GENSUM","GEN_CI",4,0.559,"High Fragility",80.6,0.6602,0.2041,2015.5
"CD016001_G1_N13","CD016001","GENSUM","GEN_CI",6,0.602,"High Fragility",46.1,-0.0027,0.9458,2011
"CD016001_G1_N14","CD016001","GENSUM","GIV",9,0.383,"Moderate Fragility",52.4,0.0785,0.0774,2015
"CD016001_G1_N15","CD016001","GENSUM","GIV",5,0.34,"Moderate Fragility",0,24.954,2e-04,2015
"CD016001_G1_N16","CD016001","GENSUM","GEN_CI",5,0.336,"Moderate Fragility",0,0.4406,0.003,2018
"CD016001_G1_N17","CD016001","GENSUM","GIV",8,0.39,"Moderate Fragility",78.6,-3.3465,3e-04,2017
"CD016001_G1_N23","CD016001","GENSUM","GEN_CI",3,0.67,"High Fragility",0,-0.3182,0.0467,2012
"CD016001_G1_N8","CD016001","GENSUM","GEN_CI",7,0.287,"Low Fragility",34.5,0.7531,2e-04,2014
"CD016001_G1_N9","CD016001","GENSUM","GEN_CI",4,0.349,"Moderate Fragility",41.2,1.0094,0,2011.5
"CD016001_G2_N1","CD016001","GENSUM","GEN_CI",5,0.435,"Moderate Fragility",0,0.001,0.9681,2009
"CD016002_G1_N1","CD016002","GENSUM","GEN_CI",26,0.138,"Robust",0,-0.0048,0.51,2013
"CD016002_G1_N10","CD016002","GENSUM","GIV",3,0.684,"High Fragility",56,0.0586,0.8477,2022
"CD016002_G1_N11","CD016002","GENSUM","GEN_CI",3,0.776,"High Fragility",68.6,0.1957,0.591,2022
"CD016002_G1_N13","CD016002","GENSUM","GIV",13,0.274,"Low Fragility",67.6,0.0857,8e-04,2010
"CD016002_G1_N14","CD016002","GENSUM","GIV",5,0.469,"Moderate Fragility",60.7,0.09,0.011,2017
"CD016002_G1_N15","CD016002","GENSUM","GIV",15,0.167,"Low Fragility",35.8,33.8963,0,2016
"CD016002_G1_N16","CD016002","GENSUM","GEN_CI",16,0.079,"Robust",0,0.2479,4e-04,2013.5
"CD016002_G1_N17","CD016002","GENSUM","GIV",10,0.199,"Low Fragility",5.6,-1.7759,0,2016
"CD016002_G1_N18","CD016002","GENSUM","GEN_CI",5,0.423,"Moderate Fragility",70.9,0.677,0.0111,2010
"CD016002_G1_N2","CD016002","GENSUM","GEN_CI",13,0.411,"Moderate Fragility",22.5,0.1873,0.0334,2011
"CD016002_G1_N23","CD016002","GENSUM","GEN_CI",4,0.711,"High Fragility",73.2,-0.1501,0.4453,2009.5
"CD016002_G1_N24","CD016002","GENSUM","GEN_CI",5,0.435,"Moderate Fragility",0,-0.0091,0.9391,2020
"CD016002_G1_N25","CD016002","GENSUM","GEN_CI",5,0.495,"Moderate Fragility",0,-0.0091,0.9285,2012
"CD016002_G1_N3","CD016002","GENSUM","GEN_CI",8,0.368,"Moderate Fragility",0,-0.0048,0.6312,2016.5
"CD016002_G1_N4","CD016002","GENSUM","GEN_CI",3,0.29,"Low Fragility",0,0.0741,0.0644,2007
"CD016002_G1_N5","CD016002","GENSUM","GEN_CI",5,0.589,"High Fragility",77.1,-1.8311,0.6494,2018
"CD016002_G1_N6","CD016002","GENSUM","GEN_CI",5,0.351,"Moderate Fragility",0,-1.0323,0.2333,2018
"CD016002_G1_N7","CD016002","GENSUM","GEN_CI",5,0.622,"High Fragility",86,2.5505,0.0315,2011
"CD016002_G1_N8","CD016002","GENSUM","GEN_CI",4,0.463,"Moderate Fragility",10,0.2821,0.058,2015
"CD016002_G2_N1","CD016002","GENSUM","GEN_CI",8,0.251,"Low Fragility",0,-0.0102,0.4652,2014.5
"CD016002_G2_N13","CD016002","GENSUM","GEN_CI",7,0.512,"High Fragility",61.9,0.0313,0.4917,2012
"CD016002_G2_N15","CD016002","GENSUM","GEN_CI",6,0.525,"High Fragility",36.6,32.8543,0.0236,2019
"CD016002_G2_N16","CD016002","GENSUM","GEN_CI",6,0.646,"High Fragility",37.3,0.2438,0.0471,2011.5
"CD016002_G2_N17","CD016002","GENSUM","GEN_CI",5,0.536,"High Fragility",45.4,-1.4139,0.2218,2012
"CD016002_G2_N18","CD016002","GENSUM","GEN_CI",5,0.368,"Moderate Fragility",1.2,0.1482,0.2601,2018
"CD016002_G2_N19","CD016002","GENSUM","GEN_CI",3,0.505,"High Fragility",0,0.0964,0.5776,2018
"CD016002_G2_N2","CD016002","GENSUM","GEN_CI",8,0.364,"Moderate Fragility",18.1,0.0918,0.3363,2011.5
"CD016002_G2_N24","CD016002","GENSUM","GEN_CI",4,0.37,"Moderate Fragility",0,0.1568,0.2532,2021
"CD016002_G2_N25","CD016002","GENSUM","GEN_CI",4,0.465,"Moderate Fragility",0,-0.0665,0.526,2015
"CD016002_G2_N3","CD016002","GENSUM","GEN_CI",4,0.574,"High Fragility",54.5,0.0146,0.6942,2012.5
"CD016031_G1_N10","CD016031","GENSUM","GEN_CI",4,0.332,"Moderate Fragility",0,0.9602,0.0043,2018.5
"CD016031_G1_N14","CD016031","GENSUM","GEN_CI",3,0.697,"High Fragility",96,-0.437,0.5351,2017
"CD016031_G1_N19","CD016031","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2021
"CD016031_G1_N5","CD016031","GENSUM","GEN_CI",3,0.505,"High Fragility",0,0.0605,0.7045,2017
"CD016031_G1_N8","CD016031","GENSUM","GEN_CI",4,0.45,"Moderate Fragility",0,0.2764,0.0337,2019
"CD016031_G1_N9","CD016031","GENSUM","GEN_CI",3,0.316,"Moderate Fragility",0,0.889,0.1315,2017
"CD016031_G2_N13","CD016031","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2012
"CD016031_G2_N14","CD016031","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2011
"CD016031_G2_N15","CD016031","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2021
"CD016031_G2_N17","CD016031","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2022
"CD016031_G2_N9","CD016031","GENSUM","GEN_CI",4,0.748,"High Fragility",91.5,-0.2597,0.4861,2016.5
"CD016031_G3_N11","CD016031","GENSUM","GEN_CI",6,0.587,"High Fragility",88.6,-0.0958,0.6884,2022
"CD016031_G3_N12","CD016031","GENSUM","GEN_CI",4,0.625,"High Fragility",42.6,-0.017,0.8849,2022
"CD016031_G3_N13","CD016031","GENSUM","GEN_CI",4,0.254,"Low Fragility",0,0.7265,0.2274,2015
"CD016031_G3_N14","CD016031","GENSUM","GEN_CI",4,0.344,"Moderate Fragility",0,0.6051,0,2018.5
"CD016031_G3_N15","CD016031","GENSUM","GIV",18,0.03,"Robust",0,0,1,2021
"CD016031_G3_N16","CD016031","GENSUM","GIV",10,0.15,"Robust",0,0,1,2023.5
"CD016031_G3_N17","CD016031","GENSUM","GIV",14,0.09,"Robust",0,0,1,2022
"CD016031_G3_N19","CD016031","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2022
"CD016031_G3_N5","CD016031","GENSUM","GEN_CI",5,0.654,"High Fragility",89.5,0.0893,0.7722,2021.5
"CD016031_G3_N7","CD016031","GENSUM","GEN_CI",5,0.477,"Moderate Fragility",21,0.0575,0.6318,2021.5
"CD016031_G3_N8","CD016031","GENSUM","GEN_CI",4,0.378,"Moderate Fragility",50.7,0.8124,2e-04,2019.5
"CD016031_G3_N9","CD016031","GENSUM","GEN_CI",5,0.313,"Moderate Fragility",29.3,0.8248,0,2019
"CD016058_G3_N2","CD016058","GENSUM","GEN_CI",3,0.505,"High Fragility",0,-0.0751,0.9605,2023
"CD016058_G3_N3","CD016058","GENSUM","GEN_CI",3,0.533,"High Fragility",0,1.5031,2e-04,2023
"CD016058_G3_N4","CD016058","GENSUM","GEN_CI",3,0.296,"Low Fragility",0,1.0936,0,2023
"CD016064_G1_N1","CD016064","GENSUM","GIV",12,0.431,"Moderate Fragility",89.1,-0.137,0.2867,2006.5
"CD016064_G1_N2","CD016064","GENSUM","GIV",11,0.462,"Moderate Fragility",18.8,-0.096,0.0482,2004
"CD016064_G1_N3","CD016064","GENSUM","GIV",6,0.49,"Moderate Fragility",15.1,-0.0362,0.8952,2009.5
"CD016064_G1_N4","CD016064","GENSUM","GIV",4,0.657,"High Fragility",88.9,-0.1979,0.226,2003
"CD016064_G1_N5","CD016064","GENSUM","GIV",5,0.488,"Moderate Fragility",0,-0.1064,0.0334,2003
"CD016064_G1_N6","CD016064","GENSUM","GIV",3,0.296,"Low Fragility",0,-0.6271,0.109,2003
"CD016064_G10_N1","CD016064","GENSUM","GIV",14,0.297,"Low Fragility",87.2,-0.387,0.0185,2018
"CD016064_G10_N2","CD016064","GENSUM","GIV",13,0.331,"Moderate Fragility",36.8,-0.1451,0.0541,2015
"CD016064_G10_N3","CD016064","GENSUM","GIV",3,0.505,"High Fragility",0,0.0139,0.9614,2019
"CD016064_G10_N4","CD016064","GENSUM","GIV",6,0.513,"High Fragility",88.7,-0.4376,0.0818,2019.5
"CD016064_G10_N5","CD016064","GENSUM","GIV",8,0.489,"Moderate Fragility",50.6,-0.1857,0.0791,2018.5
"CD016064_G11_N1","CD016064","GENSUM","GIV",9,0.251,"Low Fragility",28.9,-0.4823,0,2013
"CD016064_G11_N2","CD016064","GENSUM","GIV",7,0.434,"Moderate Fragility",31.4,-0.2594,0.0542,2013
"CD016064_G12_N1","CD016064","GENSUM","GIV",13,0.388,"Moderate Fragility",83.4,-0.08,0.4184,2017
"CD016064_G12_N3","CD016064","GENSUM","GIV",12,0.251,"Low Fragility",15.5,-0.0589,0.2158,2015.5
"CD016064_G12_N4","CD016064","GENSUM","GIV",4,0.282,"Low Fragility",0,-0.4257,0.1642,2021
"CD016064_G12_N6","CD016064","GENSUM","GIV",5,0.711,"High Fragility",83.1,-0.0856,0.6884,2017
"CD016064_G12_N7","CD016064","GENSUM","GIV",4,0.271,"Low Fragility",0,-0.1202,0.2954,2018.5
"CD016064_G13_N1","CD016064","GENSUM","GIV",12,0.463,"Moderate Fragility",83.9,-0.0559,0.5947,2018.5
"CD016064_G13_N2","CD016064","GENSUM","GIV",9,0.261,"Low Fragility",0,-0.105,0.0675,2017
"CD016064_G13_N3","CD016064","GENSUM","GIV",4,0.282,"Low Fragility",0,-0.4257,0.1642,2021
"CD016064_G14_N1","CD016064","GENSUM","GIV",13,0.39,"Moderate Fragility",83.3,-0.0787,0.4246,2017
"CD016064_G14_N2","CD016064","GENSUM","GIV",12,0.251,"Low Fragility",15.5,-0.0589,0.2158,2015.5
"CD016064_G15_N1","CD016064","GENSUM","GIV",6,0.688,"High Fragility",88.4,-0.3957,0.0244,2007
"CD016064_G15_N2","CD016064","GENSUM","GIV",7,0.431,"Moderate Fragility",0,0.0083,0.8077,2006.5
"CD016064_G15_N3","CD016064","GENSUM","GIV",4,0.808,"High Fragility",65.3,-0.0828,0.7543,2005
"CD016064_G15_N6","CD016064","GENSUM","GIV",8,0.442,"Moderate Fragility",0,0.0061,0.8571,2007
"CD016064_G15_N7","CD016064","GENSUM","GIV",3,0.552,"High Fragility",48,-0.5809,0.0267,2006
"CD016064_G15_N8","CD016064","GENSUM","GIV",3,0.538,"High Fragility",0,-0.1877,0.072,2006
"CD016064_G18_N1","CD016064","GENSUM","GIV",7,0.607,"High Fragility",87.9,0.0345,0.8363,2014
"CD016064_G18_N2","CD016064","GENSUM","GIV",3,0.505,"High Fragility",0,-0.0063,0.9257,2019
"CD016064_G2_N1","CD016064","GENSUM","GIV",12,0.431,"Moderate Fragility",89.1,-0.137,0.2867,2006.5
"CD016064_G2_N2","CD016064","GENSUM","GIV",11,0.462,"Moderate Fragility",18.8,-0.096,0.0482,2004
"CD016064_G2_N3","CD016064","GENSUM","GIV",6,0.49,"Moderate Fragility",15.1,-0.0362,0.8952,2009.5
"CD016064_G20_N1","CD016064","GENSUM","GIV",3,0.68,"High Fragility",45.8,-0.2613,0.2609,2012
"CD016064_G20_N2","CD016064","GENSUM","GIV",3,0.704,"High Fragility",58.1,-0.1666,0.3751,2012
"CD016064_G3_N1","CD016064","GENSUM","GIV",12,0.431,"Moderate Fragility",89.1,-0.137,0.2867,2006.5
"CD016064_G3_N2","CD016064","GENSUM","GIV",11,0.462,"Moderate Fragility",18.8,-0.096,0.0482,2004
"CD016064_G3_N3","CD016064","GENSUM","GIV",6,0.49,"Moderate Fragility",15.1,-0.0362,0.8952,2009.5
"CD016064_G4_N1","CD016064","GENSUM","GIV",14,0.435,"Moderate Fragility",88.4,-0.1801,0.1062,2004
"CD016064_G4_N2","CD016064","GENSUM","GIV",14,0.319,"Moderate Fragility",56.5,-0.1282,0.0661,2003.5
"CD016064_G5_N1","CD016064","GENSUM","GIV",11,0.642,"High Fragility",83.9,-0.2168,0.0478,2004
"CD016064_G5_N2","CD016064","GENSUM","GIV",10,0.257,"Low Fragility",2.7,-0.1095,0.0098,2003.5
"CD016064_G5_N3","CD016064","GENSUM","GIV",5,0.596,"High Fragility",20.3,-0.1459,0.6223,2003
"CD016064_G5_N4","CD016064","GENSUM","GIV",4,0.657,"High Fragility",88.9,-0.1979,0.226,2003
"CD016064_G5_N5","CD016064","GENSUM","GIV",5,0.488,"Moderate Fragility",0,-0.1064,0.0334,2003
"CD016064_G6_N1","CD016064","GENSUM","GIV",15,0.4,"Moderate Fragility",86.9,-0.3448,0.0308,2018
"CD016064_G6_N3","CD016064","GENSUM","GIV",14,0.281,"Low Fragility",33.6,-0.1391,0.0565,2014.5
"CD016064_G6_N4","CD016064","GENSUM","GIV",4,0.59,"High Fragility",0,-0.0247,0.9296,2019
"CD016064_G6_N6","CD016064","GENSUM","GIV",15,0.281,"Low Fragility",89.6,-0.47,0.0105,2018
"CD016064_G6_N7","CD016064","GENSUM","GIV",12,0.324,"Moderate Fragility",86.7,-0.4683,0.0044,2018.5
"CD016064_G6_N8","CD016064","GENSUM","GIV",6,0.513,"High Fragility",88.7,-0.4376,0.0818,2019.5
"CD016064_G6_N9","CD016064","GENSUM","GIV",8,0.489,"Moderate Fragility",50.6,-0.1857,0.0791,2018.5
"CD016064_G7_N1","CD016064","GENSUM","GIV",9,0.444,"Moderate Fragility",70.6,0.0668,0.5906,2008.5
"CD016064_G7_N2","CD016064","GENSUM","GIV",9,0.232,"Low Fragility",0,0.0806,0.1752,2011.5
"CD016064_G7_N3","CD016064","GENSUM","GIV",5,0.516,"High Fragility",20.4,-0.2824,0.3801,2009
"CD016064_G7_N4","CD016064","GENSUM","GIV",4,0.671,"High Fragility",52.8,-0.1388,0.4616,2008
"CD016064_G7_N5","CD016064","GENSUM","GIV",5,0.495,"Moderate Fragility",0,0.024,0.7701,2011.5
"CD016064_G8_N1","CD016064","GENSUM","GIV",15,0.4,"Moderate Fragility",86.9,-0.3448,0.0308,2018
"CD016064_G8_N2","CD016064","GENSUM","GIV",14,0.281,"Low Fragility",33.6,-0.1391,0.0565,2014.5
"CD016064_G9_N1","CD016064","GENSUM","GIV",14,0.42,"Moderate Fragility",84.8,-0.3694,0.0265,2018
"CD016064_G9_N2","CD016064","GENSUM","GIV",13,0.244,"Low Fragility",16.9,-0.1553,0.0241,2015
